OBJECTID,IntersectionName,InstallDate,DetectionMethod,OwnedBy,MaintainedBy,LifeStatus,RetiredDate,RetiredReason,Settlement,Municipality,RMWID,ContractNumber,SHAPESTArea,SHAPESTLength
1559,Westmount Rd N @ Father David Bauer Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11066,,16,16
1560,Westmount Rd N @ Father David Bauer Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11067,,16,16
1561,Westmount Rd N @ Father David Bauer Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11068,,16,16
1562,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11069,,16,16
1563,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11070,,16,16
1564,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11071,,9.344664915,12.2639896103202
1565,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11072,,16,16
1566,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11073,,16,16
1567,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11074,,16,16
1568,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11075,,16,16
1569,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11076,,16,16
1570,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11077,,16,16
1571,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11078,,16,16
1572,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11079,,16,16
1573,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11080,,16,16
1574,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11081,,16,16
1575,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11082,,16,16
1576,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11083,,16,16
1577,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11084,,16,16
1578,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11085,,16,16
1579,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11086,,16,16
1580,Water St N @ Dando Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11087,,16,16
1581,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11088,,16,16
1582,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11089,,16,16
1583,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11090,,16,16
1584,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11091,,16,16
1585,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11092,,16,16
1586,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11093,,16,16
1587,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11094,,16,16
1588,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11095,,16,16
1589,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11096,,16,16
1590,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11097,,16,16
1591,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11098,,16,16
1592,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11099,,16,16
1593,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11100,,16,16
1594,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11101,,16,16
1595,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11102,,16,16
1596,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11103,,16,16
1597,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11104,,16,16
1598,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11105,,16,16
1599,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11106,,16,16
1600,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11107,,16,16
1601,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11108,,16,16
1602,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11109,,16,16
1603,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11110,,16,16
1604,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11111,,16,16
1605,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11112,,16,16
1606,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11113,,16,16
1607,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11114,,16,16
1608,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11115,,16,16
1609,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11116,,16,16
1610,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11117,,16,16
1611,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11118,,16,16
1612,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11119,,16,16
1613,Hespeler Rd @ Coronation Blvd/Dundas St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11120,,16,16
1614,Water St N @ Dando Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11121,,16,16
1615,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11122,,16,16
1616,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11123,,16,16
1617,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11124,,16,16
1618,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11125,,16,16
1619,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11126,,16,16
1620,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11127,,16,16
1621,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11128,,16,16
1622,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11129,,16,16
1623,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11130,,16,16
1624,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11131,,16,16
1625,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11132,,16,16
1626,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11133,,16,16
1627,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11134,,16,16
1628,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11135,,16,16
1629,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11136,,15.1828,15.5914
1630,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11137,,16,16
1631,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11138,,16,16
1632,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11139,,16,16
1633,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11140,,16,16
1634,Hespeler Rd @ Eagle St N/Pinebush Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11141,,16,16
1635,Maple Grove Rd @ Hespeler Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11142,,15.89122812,18.8297939677342
1636,Maple Grove Rd @ Hespeler Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11143,,16,16
1637,Maple Grove Rd @ Hespeler Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11144,,16,16
1638,Maple Grove Rd @ Hespeler Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11145,,16,16
1639,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11146,,16,16
1640,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11147,,16,16
1641,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11148,,16,16
1642,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11149,,16,16
1643,Victoria St S @ Park St,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11150,,16,16
1644,Weber St W @ Wellington St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11151,,16,16
1645,Weber St W @ Wellington St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11152,,16,16
1646,Queen St S @ Courtland Ave W/Courtland Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11153,,16,16
1647,Queen St S @ Courtland Ave W/Courtland Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11154,,16,16
1648,Weber St E @ Franklin St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11155,,16,16
1649,Grand Ave S @ Cedar St,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11156,,16,16
1650,Grand Ave S @ Cedar St,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11157,,16,16
1651,Coronation Blvd @ Oliver Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11158,,16,16
1652,Coronation Blvd @ Oliver Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11159,,16,16
1653,Coronation Blvd @ Oliver Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11160,,16,16
1654,Coronation Blvd @ Oliver Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11161,,16,16
1655,Coronation Blvd @ Oliver Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11162,,16,16
1656,Coronation Blvd @ Oliver Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11163,,16,16
1661,Lexington Rd @ University Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11168,,16,16
1662,Lexington Rd @ University Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11169,,16,16
1663,Columbia St W @ 175-195 Columbia St W @ 170-180 Columbia St W,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11170,,16,16
1664,Bridge St W @ University Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11171,,16,16
1668,Fairway Rd N @ 589 Fairway Rd S,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11175,,16.0134,16.0067069073291
1669,Fairway Rd N @ 589 Fairway Rd S,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11176,,16,16
1670,Fairway Rd N @ 589 Fairway Rd S,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11177,,16,16
1671,Fairway Rd N @ 589 Fairway Rd S,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11178,,16,16
1672,Maple Grove Rd @ Hespeler Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11179,,16,16
1673,Maple Grove Rd @ Hespeler Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11180,,16,16
1674,Maple Grove Rd @ Hespeler Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11181,,16,16
1675,Maple Grove Rd @ Hespeler Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11182,,16,16
1676,Maple Grove Rd @ Hespeler Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11183,,16,16
1677,Maple Grove Rd @ Hespeler Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11184,,16,16
1678,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11185,,16,16
1679,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11186,,16,16
1680,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11187,,16,16
1681,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11188,,16,16
1682,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11189,,16,16
1683,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11190,,16,16
1684,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11191,,16,16
1685,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11192,,16,16
1686,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11193,,16,16
1687,Erbsville Rd @ Keats Way,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11194,,16,16
1688,Victoria St S @ Park St,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11195,,16,16
1689,Weber St W @ Wellington St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11196,,16,16
1690,Weber St W @ Wellington St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11197,,16,16
1691,Weber St W @ Wellington St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11198,,16,16
1692,Weber St W @ Wellington St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11199,,16,16
1693,Weber St W @ Wellington St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11200,,16,16
1694,Weber St W @ Wellington St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11201,,16,16
1695,Queen St S @ Courtland Ave W/Courtland Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11202,,16,16
1696,Queen St S @ Courtland Ave W/Courtland Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11203,,16,16
1697,Queen St S @ Courtland Ave W/Courtland Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11204,,16,16
1698,Queen St S @ Courtland Ave W/Courtland Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11205,,16,16
1699,Weber St E @ Franklin St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11206,,16,16
1700,Weber St E @ Franklin St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11207,,16,16
1701,Weber St E @ Franklin St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11208,,16,16
1702,Weber St E @ Franklin St N,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11209,,16,16
1703,Coronation Blvd @ Oliver Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11210,,16,16
1704,Coronation Blvd @ Oliver Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11211,,16,16
1705,Coronation Blvd @ Oliver Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11212,,16,16
1706,Coronation Blvd @ Oliver Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11213,,16,16
1707,Coronation Blvd @ Oliver Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11214,,16,16
1712,Lexington Rd @ University Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11219,,16,16
1713,Lexington Rd @ University Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11220,,16,16
1714,Lexington Rd @ University Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11221,,16,16
1715,Lexington Rd @ University Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11222,,16,16
1716,Lexington Rd @ University Ave E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11223,,16,16
1717,Columbia St W @ 175-195 Columbia St W @ 170-180 Columbia St W,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11224,,16,16
1721,Bridge St W @ Lexington Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11228,,16,16
1722,Bridge St W @ Lexington Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11229,,16,16
1727,Fairway Rd N @ 589 Fairway Rd S,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11234,,16,16
1728,Fairway Rd N @ 589 Fairway Rd S,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11235,,16,16
